animeID,name,type,source,episodes,rating,score,scoredBy,rank,popularity,members,favorites,premiered,studio,genre
38047,Crescendo Story,Music,Original,1,G - All Ages,5.3,79,9160,13074,135,0,None,None,[]
38048,Oshiete♡Namie-sensei!,ONA,Original,2,G - All Ages,3.83,12,12222,14840,43,0,None,None,[]
38049,Roku no Sekai,OVA,Original,1,G - All Ages,4.97,38,12472,14356,71,0,None,Studio UGOKI,"['Adventure', 'Magic']"
38050,Shoujo☆Kageki Revue Starlight Specials,Special,Original,3,None,6.87,220,4117,6717,2545,3,None,Kinema Citrus,['Comedy']
38051,Rikaisha,Music,Music,1,G - All Ages,5.88,91,7971,11767,216,0,None,Shirogumi,['Music']
38052,WiSH VOYAGE,Music,Game,1,G - All Ages,6.3,81,6619,12786,150,1,None,None,[]
38054,Pop in Q Dance MV,Music,Original,1,G - All Ages,5.71,55,8376,11396,252,0,None,None,[]
38055,Evangelion: Another Impact (VR),Movie,Original,1,PG-13 - Teens 13 or older,6.56,680,5498,4540,6896,15,None,None,[]
38056,Osomatsu-san VR,Movie,Manga,1,PG-13 - Teens 13 or older,5.31,36,12228,9194,779,2,None,None,[]
38057,Natsu wo Yarinaosu,Movie,Original,1,PG-13 - Teens 13 or older,6.85,13,11982,9665,602,1,None,None,[]
38058,Oi-san to 40 no Monogatari,ONA,Original,41,G - All Ages,5.08,24,12138,14232,77,0,None,None,[]
38059,Namakura Gatana: Kunoichi-hen,ONA,Original,1,R+ - Mild Nudity,5.02,88,9548,11103,289,0,None,None,[]
38060,Saigo no Mori: Hajimari no Hito,Movie,Original,1,G - All Ages,5.36,11,12503,13487,115,1,None,None,[]
38061,One Room 2nd Season: Hanasaka Yui no Prologue,Special,Original,1,PG-13 - Teens 13 or older,5.79,1652,8183,6333,3010,0,None,Zero-G,['Slice of Life']
38062,Endro~!,TV,Original,0,None,0.0,0,0,6369,2955,5,Winter 2019,Studio Gokumi,"['Slice of Life', 'Magic', 'Fantasy']"
38063,Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,ONA,Light novel,1,PG-13 - Teens 13 or older,5.15,41,12220,12656,159,0,None,None,[]
38065,Taisei Kensetsu: Singapore,Special,Original,1,G - All Ages,5.95,213,7778,9978,514,0,None,None,[]
38066,Fin-tan to Sauna ni Nyuurou,ONA,Original,1,G - All Ages,4.49,41,10656,13607,107,3,None,None,[]
38067,Harukana Receive: Yokoku,ONA,Manga,11,PG - Children,6.04,220,7530,7675,1638,0,None,C2C,['Sports']
38069,Yi Kong Zhi Dian,TV,Original,40,G - All Ages,5.25,8,13346,14816,44,1,None,None,[]
38070,Kkoma Bus Tayo,TV,Original,26,G - All Ages,4.6,15,11471,14860,40,0,Summer 2010,None,[]
38071,Kkoma Bus Tayo 2,TV,Original,26,G - All Ages,4.5,14,11472,14892,37,0,Fall 2011,None,[]
38072,Kkoma Bus Tayo 3,TV,Original,26,G - All Ages,4.29,14,11473,14927,34,0,Winter 2014,None,[]
38073,Kkoma Bus Tayo-ui Ace Guchuljakjeon,Movie,Original,1,G - All Ages,4.85,13,11476,14944,33,0,None,None,[]
38074,Kkoma Bus Tayo 4,TV,Original,26,G - All Ages,4.69,13,11474,14928,34,0,Summer 2016,None,[]
38075,Titipo Titipo,TV,Original,26,G - All Ages,4.83,12,13028,14852,42,0,Winter 2018,None,[]
38077,despair/hope,ONA,Original,19,PG-13 - Teens 13 or older,0.0,0,0,0,0,0,None,None,[]
38078,Zoo: Hidamari no Shi,Movie,Novel,1,PG-13 - Teens 13 or older,6.66,29,13466,14475,65,0,None,Kamikaze Douga,['Sci-Fi']
38080,Kono Oto Tomare!,TV,Manga,0,None,0.0,0,0,6954,2272,4,Spring 2019,Platinum Vision,"['Action', 'Drama', 'School', 'Shounen']"
38081,Girls & Panzer: Saishuushou Part 2,Movie,Original,1,PG-13 - Teens 13 or older,0.0,0,0,5582,4110,2,None,Actas,"['Military', 'School']"
38082,Nijuuseiki Denki Mokuroku,TV,Light novel,0,None,0.0,0,0,7538,1750,2,None,Kyoto Animation,"['Historical', 'Romance']"
38083,Ken En Ken: Aoki Kagayaki,TV,Game,13,PG-13 - Teens 13 or older,6.03,1261,7564,4420,7411,10,Fall 2018,Studio Deen,"['Action', 'Adventure', 'Demons', 'Fantasy', 'Magic', 'Martial Arts']"
38084,Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV,Game,0,PG-13 - Teens 13 or older,0.0,0,0,3993,9545,8,None,CloverWorks,"['Action', 'Fantasy', 'Magic', 'Supernatural']"
38085,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Wandering; Agateram,Movie,Game,1,None,0.0,0,0,4391,7553,5,None,Production I.G,"['Action', 'Supernatural', 'Magic', 'Fantasy']"
38086,Fate/Grand Order: Shinsei Entaku Ryouiki Camelot - Paladin; Agateram,Movie,Game,1,None,0.0,0,0,4349,7721,6,None,Production I.G,"['Action', 'Supernatural', 'Magic', 'Fantasy']"
38087,Osomatsu-san: Hajimaru Hajimari,Special,Manga,0,PG-13 - Teens 13 or older,5.95,21,12230,9574,630,1,None,None,[]
38088,Digimon Adventure (Movie),Movie,Unknown,0,None,0.0,0,0,4675,6428,16,None,None,[]
38089,"Okoshiyasu, Chitose-chan",TV,Manga,24,PG-13 - Teens 13 or older,6.14,412,7216,6453,2853,6,Fall 2018,Gathering,"['Slice of Life', 'Comedy', 'Josei']"
38090,Onnanoko dake ga Wakaru Uta: Only Girls Get It,Music,Original,1,G - All Ages,3.96,24,12195,14850,41,0,None,None,[]
38091,Hachigatsu no Cinderella Nine,TV,Game,0,None,0.0,0,0,10784,348,0,None,TMS Entertainment,"['School', 'Sports']"
38092,Chiro-wa Chingu-deul,TV,Original,52,G - All Ages,5.43,7,10437,14976,29,0,None,None,[]
38093,Zet Ranger,TV,Original,26,G - All Ages,4.0,4,13424,14960,32,0,None,None,[]
38094,Kkaemo-ui Moheom,TV,Original,84,G - All Ages,6.0,5,11470,15002,25,0,None,None,[]
38095,Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,OVA,Manga,0,Rx - Hentai,6.53,179,0,9070,823,1,None,Seven,['Hentai']
38096,Ensemble Girls!!,ONA,Unknown,1,G - All Ages,5.75,59,8273,11791,213,0,None,None,[]
38097,Hatachi no Ryouma with Kurofune-kun!,ONA,Original,3,G - All Ages,3.36,11,10915,14887,38,0,None,None,[]
38098,Mix: Meisei Story,TV,Manga,0,None,0.0,0,0,7792,1552,1,Spring 2019,OLM,"['Sports', 'Drama', 'Romance', 'School', 'Shounen']"
38099,Pakkororin,TV,Original,0,G - All Ages,10.0,3,12269,14916,35,0,Spring 2011,None,[]
38100,Holiday Love: Fuufukan Renai,ONA,Manga,20,None,5.38,8,11037,9963,517,2,None,None,[]
38101,Gotoubun no Hanayome,TV,Manga,0,None,0.0,2,0,4372,7672,67,Winter 2019,Tezuka Productions,"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']"
38104,Mahou Shoujo Site Recaps,Special,Manga,2,R - 17+ (violence & profanity),6.12,296,7276,7289,1961,2,None,Avex Pictures,"['Horror', 'Psychological', 'Supernatural', 'Drama']"
38106,Hotohashiru,Music,Manga,1,G - All Ages,6.2,156,6985,10046,492,0,None,None,[]
38107,Maken no Hime wa Ero Ero Desu,OVA,Light novel,0,Rx - Hentai,6.24,132,0,9308,732,1,None,None,[]
38110,Tales of HR,ONA,Game,0,G - All Ages,5.5,10,12923,11912,205,0,None,Signal.MD,"['Comedy', 'Parody', 'School']"
38112,Tales of Puppet,ONA,Game,0,PG-13 - Teens 13 or older,6.45,20,12924,11001,306,0,None,DLE,"['Comedy', 'Fantasy', 'Parody']"
38114,Shinkansen Henkei Robo Shinkalion The Animation Recap,ONA,Other,1,PG - Children,4.92,26,12659,13594,110,0,None,OLM,"['Action', 'Sci-Fi', 'Kids', 'Mecha']"
38117,Zhu Zhu Xia: Da Nao Huang Gong,TV,Original,4,G - All Ages,3.62,13,13442,14923,35,0,None,None,[]
38118,Zhu Zhu Xia: Mo Huan Zhu Luo Ji,TV,Original,20,G - All Ages,3.83,12,13450,14924,35,0,None,None,[]
38119,Zhu Zhu Xia: Wu Xia 2008,TV,Original,20,G - All Ages,3.75,12,13452,14925,35,0,None,None,[]
38120,Zhu Zhu Xia: Yong Chuang Weilai Cheng,TV,Original,40,G - All Ages,3.62,13,13456,14868,40,0,None,None,[]
38121,Bai Bian Zhu Zhu Xia,TV,Original,80,G - All Ages,4.56,9,10251,14873,38,1,Summer 2009,None,[]
38122,Zhu Zhu Xia: Jimu Shijie De Tong Hua,TV,Original,52,G - All Ages,4.27,11,13446,14911,36,0,None,None,[]
38123,Zhu Zhu Xia: Xingfu Jiuyuan Dui,TV,Original,52,G - All Ages,3.9,10,13453,14926,35,0,None,None,[]
38124,Zhu Zhu Xia: Bian Shen Xiao Ying Xiong,TV,Original,52,G - All Ages,4.64,11,13439,14921,35,0,None,None,[]
38125,Zhu Zhu Xia: Bian Shen Zhandu,TV,Original,52,G - All Ages,3.8,10,13440,14922,35,0,None,None,[]
38126,Zhu Zhu Xia: Bai Bian Lian Meng,TV,Original,52,G - All Ages,4.09,11,13438,14909,36,0,Winter 2015,None,[]
38128,Zhu Zhu Xia: Guang Ming Shou Wei Zhe,TV,Original,52,G - All Ages,3.4,10,13445,14935,34,0,Spring 2016,None,[]
38129,Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,TV,Original,52,G - All Ages,4.42,12,13449,14896,37,0,Fall 2016,None,[]
38130,Matsugae wo Musubi,Movie,Original,1,G - All Ages,6.91,22,11750,14217,78,1,None,None,[]
38131,Zhu Zhu Xia: Chao Xing Meng Chong,TV,Original,124,G - All Ages,4.33,12,13441,14910,36,0,Spring 2017,None,[]
38132,Zhu Zhu Xia: Jiong Jiong Wei Ji,Movie,Original,1,G - All Ages,3.8,10,13448,14972,30,0,None,None,[]
38133,Zhu Zhu Xia: Yong Chuang Juren Dao,Movie,Original,1,G - All Ages,3.82,11,13455,14962,31,0,None,None,[]
38134,Zhu Zhu Xia: Ying Xiong Zhu Shao Nian,Movie,Original,1,G - All Ages,3.91,11,13454,14973,30,0,None,None,[]
38135,Zhu Zhu Xia: Fan Wai - Pin Zhuang Tegong Dui,ONA,Original,26,G - All Ages,4.36,11,13443,14948,32,0,None,None,[]
38137,Zhu Zhu Xia: Zhong Ji Jue Zhan,Movie,Original,1,G - All Ages,4.0,10,13457,14949,32,0,None,None,[]
38138,Zhu Zhu Xia: Jing Qiu Xiao Yingxiong,TV,Original,52,G - All Ages,5.0,5,13447,14856,41,0,Spring 2018,None,[]
38140,Zhu Zhu Xia: Fan Wai - Zhi Huanqiu Riji,ONA,Original,26,G - All Ages,3.0,9,13444,14961,31,0,None,None,[]
38141,Soredemo Tsuma wo Aishiteru 2,OVA,Visual novel,0,Rx - Hentai,6.3,50,0,9279,750,4,None,None,[]
38142,Out Of My Head,Music,Original,1,G - All Ages,5.88,63,7969,13864,99,0,None,None,[]
38145,"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",TV,Web manga,0,PG-13 - Teens 13 or older,0.0,0,0,5630,4047,5,Winter 2019,Zero-G,"['Comedy', 'Slice of Life']"
38147,Hoshi no Shima no Nyanko,TV,Game,0,None,4.75,4,11053,12339,173,1,Fall 2018,Animation Planet,"['Adventure', 'Slice of Life']"
38149,Full Metal Panic! Invisible Victory Intermission,Special,Light novel,2,R - 17+ (violence & profanity),6.0,628,7647,6850,2385,2,None,Xebec,"['Action', 'Military', 'Mecha']"
38150,Namu Amida Butsu!: Rendai Utena,TV,Game,0,None,0.0,0,0,10752,346,0,None,Asahi Production,"['Historical', 'Fantasy']"
38154,3-gatsu no Lion Specials,Special,Manga,10,G - All Ages,0.0,0,0,0,0,0,None,None,[]
38157,Circlet Princess,TV,Game,0,None,0.0,0,0,8435,1152,3,Winter 2019,Silver Link.,"['Action', 'School', 'Sci-Fi', 'Sports']"
38161,Kabukichou Sherlock,TV,Original,0,None,0.0,0,0,7031,2202,0,Spring 2019,Production I.G,"['Mystery', 'Comedy', 'Drama']"
38162,Rinshi!! Ekoda-chan,TV,4-koma manga,12,PG-13 - Teens 13 or older,0.0,0,0,9545,641,0,Winter 2019,None,[]
38163,Iya na Kao sare nagara Opantsu Misete Moraitai 2,ONA,Other,0,None,0.0,0,0,6407,2907,8,None,Urban Product,['Ecchi']
38164,"Kiss made, Ato 1 Byou.",ONA,Web manga,0,PG-13 - Teens 13 or older,0.0,0,11451,15035,29,1,None,None,[]
38167,Malta no Bouken Season 2,TV,Original,12,G - All Ages,6.33,6,11697,14987,29,0,None,None,[]
38174,Gakuen Senki Muryou: Yorinuki Muryou-san Girls Selection Special,Special,Original,1,PG-13 - Teens 13 or older,5.33,3,10717,15082,16,0,None,Madhouse,"['Sci-Fi', 'Adventure', 'Mecha']"
38175,Seizei Ganbare! Mahou Shoujo Kurumi 2nd Season,ONA,Original,0,G - All Ages,7.29,7,12569,12219,182,0,None,Pie in the sky,"['Magic', 'Parody']"
38176,Jikken-hin Kazoku Recap,TV,Unknown,1,None,0.0,0,0,0,0,0,None,None,[]
38177,Anitore! XX: Hitotsu Yane no Shita de Specials,Special,Original,6,PG-13 - Teens 13 or older,5.43,94,8937,9259,755,0,None,Rising Force,"['Comedy', 'Sports', 'Ecchi']"
38179,Kino no Tabi: The Beautiful World - The Animated Series Picture Drama,Special,Light novel,27,R - 17+ (violence & profanity),6.1,42,11441,7749,1747,4,None,Lerche,['Adventure']
38180,Heavy Object: Dai 37 Kidou Seihi Daitai - Sakusen Kiroku,Special,Light novel,1,PG-13 - Teens 13 or older,6.19,91,7025,8963,1002,1,None,J.C.Staff,['Action']
38181,Chainsaw Bunny,ONA,Original,1,R+ - Mild Nudity,5.37,169,9047,10632,369,0,None,None,[]
38186,Bokutachi wa Benkyou ga Dekinai,TV,Manga,0,None,0.0,0,0,5274,4772,24,Spring 2019,Silver,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
38191,Annie,Music,Music,1,G - All Ages,0.0,0,0,0,0,0,None,None,[]
38192,Sakugan Labyrinth Marker,TV,Novel,0,None,0.0,0,0,10222,454,0,None,Satelight,"['Mecha', 'Sci-Fi']"
38194,Aika-chan no Chikyuu,OVA,Manga,1,G - All Ages,0.0,0,10128,15072,15,0,None,None,[]
38195,Chikyuu no Himitsu,OVA,Manga,2,G - All Ages,0.0,0,10428,15081,10,0,None,None,[]
38196,Chouetsu Sekai,OVA,Original,10,G - All Ages,4.2,5,10452,15051,19,0,None,MAT,['Fantasy']
38198,Nanatsu no Taizai: Imashime no Fukkatsu OVA,OVA,Manga,1,None,7.22,685,2762,2962,18435,28,None,A-1 Pictures,"['Action', 'Adventure', 'Supernatural', 'Magic', 'Fantasy', 'Shounen']"
38202,Nanatsu no Taizai OVA,OVA,Original,1,None,0.0,0,0,0,0,1,None,None,[]
38203,The iDOLM@STER SideM: Wake Atte Mini!,TV,Manga,0,PG-13 - Teens 13 or older,6.0,203,7663,7874,1490,3,Fall 2018,Zero-G,"['Comedy', 'Slice of Life']"
38204,Kisya no Hattatsu,Movie,Original,1,None,0.0,0,0,0,0,0,None,None,[]
38206,Senjuushi Mini Anime,Special,Unknown,17,None,0.0,0,0,0,0,0,None,None,[]
38208,Shinya! Tensai Bakabon: Yoru no Unagi Inu,Special,Other,12,None,0.0,0,0,0,0,0,None,None,[]
38211,Cinderella Girls Gekijou 3rd Season Special,Special,4-koma manga,1,PG-13 - Teens 13 or older,7.05,20,10469,9968,512,0,None,Gathering,"['Game', 'Music', 'Slice of Life', 'Comedy']"
38212,"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",TV,Manga,0,R+ - Mild Nudity,5.4,501,0,4730,6246,36,Fall 2018,Suiseisha,"['Hentai', 'Romance', 'Ecchi', 'Josei']"
38217,"Wei, Kanjian Erduo La!",ONA,Web manga,12,PG-13 - Teens 13 or older,7.01,594,3623,6366,2959,16,None,monofilmo,"['Comedy', 'Shounen Ai', 'Slice of Life']"
38219,Coffee Ikaga Deshou,ONA,Manga,0,PG-13 - Teens 13 or older,7.2,5,10479,13072,134,0,None,Asura Film,"['Seinen', 'Slice of Life']"
38220,Ze Tian Ji 4th Season,ONA,Novel,0,PG-13 - Teens 13 or older,9.1,10,13417,12609,158,0,None,Shanghai Foch Film Culture Investment,"['Action', 'Adventure', 'Fantasy']"
38224,Hyperventilation,OVA,Original,6,R+ - Mild Nudity,0.0,0,0,0,0,2,None,None,[]
38226,Chou Kadou Girl ⅙,TV,Manga,0,None,0.0,0,0,12244,179,0,None,None,[]
38234,One Piece Movie 14,Movie,Manga,1,PG-13 - Teens 13 or older,0.0,0,0,5498,4392,11,None,None,[]
38235,Inazuma Eleven: Orion no Kokuin,TV,Game,0,G - All Ages,7.33,664,2326,5714,3896,25,Fall 2018,OLM,['Sports']
38237,Release That Witch,TV,Novel,0,R - 17+ (violence & profanity),0.0,0,0,0,0,2,None,None,[]
38246,Tian Xin Ge Ge 3rd Season,ONA,Unknown,26,None,7.67,3,13017,15071,18,0,None,None,[]
38249,Saiki Kusuo no Ψ-nan: Kanketsu-hen,Special,Manga,1,PG-13 - Teens 13 or older,0.0,0,0,4344,7823,18,None,J.C.Staff,"['Slice of Life', 'Comedy', 'Supernatural', 'School', 'Shounen']"
38250,Xiao Lu He Xiao Lan,ONA,Unknown,72,PG-13 - Teens 13 or older,7.13,55,3113,10981,311,7,None,Haoliners Animation League,"['Game', 'Sci-Fi', 'Slice of Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen Ai']"
38251,"Sono Toki, Kanojo wa.",TV,Original,0,PG-13 - Teens 13 or older,5.33,897,9120,3972,9630,5,Fall 2018,MASTER LIGHTS,"['Drama', 'Romance']"
38252,Boku to Nurse no Kenshuu Nisshi The Animation,OVA,Visual novel,0,Rx - Hentai,6.85,117,0,9634,609,3,None,Studio 1st,['Hentai']
38254,Hashiri Tsuzukete Yokattatte.,TV,Original,4,PG-13 - Teens 13 or older,6.57,1566,5458,4874,5885,12,Fall 2018,Signal.MD,"['Drama', 'Slice of Life']"
38256,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,TV,Game,0,PG-13 - Teens 13 or older,0.0,0,0,3338,14571,17,None,Shaft,"['Psychological', 'Drama', 'Magic', 'Thriller']"
38260,Kunoichi Botan,ONA,Game,0,Rx - Hentai,6.4,30,0,13885,99,5,None,None,[]
38262,Pingu in the City (2018),TV,Other,26,G - All Ages,8.53,1432,87,6045,3377,57,Fall 2018,DandeLion Animation Studio,"['Slice of Life', 'Comedy', 'Kids']"
38263,Hanasaku Kizuna no Romantan,ONA,Game,1,PG - Children,5.32,41,10886,12692,155,0,None,Yokohama Animation Lab,"['Action', 'Game', 'Fantasy']"
38265,Muma no Machi Cornelica,OVA,Game,0,Rx - Hentai,6.54,97,0,10262,443,1,None,None,[]
38266,Pixel Galaxy,Music,Music,1,G - All Ages,0.0,0,0,0,0,0,None,None,[]
38267,Sleeping Beauty,Music,Music,1,G - All Ages,0.0,0,0,0,0,0,None,None,[]
38268,Hangyakusei Million Arthur 2nd Season,TV,Game,11,PG-13 - Teens 13 or older,0.0,0,0,7494,1786,1,Spring 2019,J.C.Staff,"['Action', 'Adventure', 'Fantasy', 'Magic']"
38271,Spice Paradise: Curry Meshi Ver.,Music,Other,1,G - All Ages,5.84,79,8070,11205,278,1,None,None,[]
38272,Musunde Hiraite,ONA,Manga,0,PG-13 - Teens 13 or older,0.0,0,11921,15067,19,0,None,Creators in Pack,"['Slice of Life', 'Comedy', 'Romance', 'School']"
38273,Top wo Nerae 3!,OVA,Original,0,None,0.0,0,0,7324,1942,2,None,Gaina,"['Action', 'Sci-Fi', 'Space', 'Comedy', 'Drama', 'Mecha']"
38274,Akubi wo Suru ni wa Wake ga Aru,Unknown,Original,0,None,0.0,0,0,14691,50,0,None,Gaina,"['Sports', 'Drama']"
38276,Houkago Saikoro Club,TV,Manga,0,PG-13 - Teens 13 or older,0.0,0,0,11630,226,1,None,None,[]
38279,Deep Love,Movie,Novel,1,None,0.0,0,0,14913,35,0,None,None,[]
38281,"Eikoku Ikka, Nihon wo Taberu Special Sauce",Special,Book,2,G - All Ages,0.0,0,0,0,0,0,None,None,[]
38285,Zuori Qing Kong Pilot,ONA,Manga,1,PG-13 - Teens 13 or older,5.71,31,13480,10569,380,0,None,Seven Stone Entertainment,"['Drama', 'Romance', 'School', 'Slice of Life']"
38287,Sasurai no Violin,Music,Original,1,G - All Ages,5.5,8,12546,14993,27,0,None,None,[]
38288,Kaihō Shōjo,OVA,Game,2,None,0.0,0,0,0,0,0,None,None,[]
38290,Tokyo Cosmo,ONA,Original,1,PG - Children,0.0,0,0,0,0,0,None,None,[]
38291,Bobunemimimmi Specials,Special,4-koma manga,2,PG-13 - Teens 13 or older,6.05,93,7498,8014,1417,1,None,None,[]
38292,Mutafukaz,Movie,Manga,1,R - 17+ (violence & profanity),7.22,182,2761,8136,1348,6,None,Studio 4°C,"['Action', 'Psychological', 'Sci-Fi', 'Super Power']"
38295,Joshikausei,TV,Web manga,0,PG-13 - Teens 13 or older,0.0,0,0,9580,628,1,None,None,[]
38297,"Maou-sama, Retry!",TV,Light novel,0,PG-13 - Teens 13 or older,0.0,0,0,8772,971,0,None,None,[]
38299,Nagano Toshi Gas x Kamiusagi Rope,ONA,Original,4,G - All Ages,7.75,4,11935,14665,52,0,None,None,[]
38301,Kouya no Kotobuki Hikoutai,TV,Original,0,None,0.0,0,0,6762,2504,1,Winter 2019,WAO World,"['Action', 'Military', 'Adventure']"
38302,Boku no Tonari ni Ankoku Hakaishin ga Imasu.,TV,Manga,0,None,0.0,0,0,10443,407,0,None,None,[]
38304,Time: Toki no Shiori,Music,Original,1,G - All Ages,5.88,8,13025,15010,25,0,None,None,[]
38306,Ichiban Kirei na Hoshi,Music,Original,1,G - All Ages,5.83,6,11103,15043,21,0,None,None,[]
38307,Sokkuri House,Music,Original,1,G - All Ages,5.17,6,12738,15039,22,0,None,None,[]
38308,TaChiTsuTeTo Te wo,Music,Original,1,G - All Ages,4.0,7,12899,15031,23,0,None,None,[]
