animeID,name,type,source,episodes,rating,score,scoredBy,rank,popularity,members,favorites,premiered,studio,genre
35024,Onita no Boushi,OVA,Picture book,1,G - All Ages,3.75,4,12192,14788,45,0,None,None,[]
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",TV,Manga,2,G - All Ages,5.61,23,10093,10482,395,2,Spring 2017,J.C.Staff,['Sports']
35026,Hitori no Toki ga Abunai!,OVA,Original,1,G - All Ages,4.25,4,11029,14798,44,0,None,None,[]
35027,Jibun de Jibun wo Mamoru,OVA,Original,1,G - All Ages,5.2,5,11181,14821,43,0,None,None,[]
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,OVA,Visual novel,2,Rx - Hentai,7.12,1573,0,5139,5080,31,None,None,[]
35029,Tensei Kendo no Harem Colosseo,OVA,Light novel,0,Rx - Hentai,6.78,1064,0,5817,3733,9,None,None,[]
35030,Shiro to Takeshi,OVA,Picture book,1,G - All Ages,8.0,4,12679,14740,47,0,None,None,[]
35031,Aoi Meno Ningyou Monogatari,OVA,Other,1,G - All Ages,4.13,8,10182,14390,68,0,None,None,[]
35032,Kitty to Mimmy no Atarashii Kasa,Movie,Original,1,G - All Ages,5.09,11,11461,14399,69,0,None,None,[]
35034,Pokopon no Kitsune-gawa Onsen Henshin Gassen,OVA,Original,1,G - All Ages,5.89,9,12357,14326,73,0,None,None,[]
35035,Sam-chan no Obake Nanka Kowaku Nai,OVA,Original,1,G - All Ages,5.43,7,12518,14471,64,0,None,None,[]
35037,Pokopon no Satogaeri,OVA,Original,1,G - All Ages,6.5,6,12358,14565,57,0,None,None,[]
35038,Eigo de Utatte Asobou,Music,Original,4,G - All Ages,4.79,14,10621,14290,74,0,None,None,[]
35039,Hello Kitty to Miyou: Nihon Mukashibanashi,OVA,Original,7,G - All Ages,5.67,18,10967,13953,91,0,None,None,[]
35040,Minna no Taabou Konnichiwa,OVA,Original,1,G - All Ages,6.33,6,11836,14702,49,0,None,None,[]
35041,Uchuu Bouei-tai Taabou no Shinkirou Hoshi wo Sukue!,OVA,Original,1,G - All Ages,5.45,11,13135,14370,71,0,None,None,[]
35042,Uchuu Bouei-tai Taabou no Toki no Tomatta Hoshi,OVA,Original,1,G - All Ages,5.11,9,13136,14488,64,0,None,None,[]
35044,Tu Bian Ying Xiong Leaf,ONA,Original,12,PG-13 - Teens 13 or older,7.19,2795,2899,3326,14701,46,None,Haoliners Animation League,"['Comedy', 'Super Power']"
35049,Minna ga Shitteru: Kokoro Atatamaru Natsukashii Ohanashi Series,OVA,Other,20,G - All Ages,7.0,7,11831,14467,64,0,None,None,[]
35050,Eiga de Utaou! Mother Goose,Music,Other,4,G - All Ages,4.07,14,10617,14491,62,0,None,None,[]
35052,Kagee Anime Series,OVA,Other,1,G - All Ages,5.2,5,11247,14699,49,0,None,None,[]
35054,Ni wa no Kotori,OVA,Original,1,G - All Ages,8.6,5,12021,14633,53,0,None,None,[]
35055,Mametarou Ganbare,OVA,Original,1,G - All Ages,6.83,6,11706,14664,51,0,None,None,[]
35057,Furidashita Ame,OVA,Original,1,G - All Ages,5.0,7,10685,14644,52,0,None,None,[]
35058,Trojan wo Jibun no Te de,OVA,Original,1,G - All Ages,5.8,5,13090,14741,47,0,None,None,[]
35060,Nihon no Obake-banashi,OVA,Other,4,G - All Ages,7.14,7,12026,14367,70,0,None,None,[]
35061,Ohanashi de Te Koi,OVA,Radio,5,G - All Ages,6.83,6,12131,14736,47,0,None,None,[]
35062,Mahoutsukai no Yome,TV,Manga,24,PG-13 - Teens 13 or older,8.23,129979,291,158,382164,4966,Fall 2017,Wit Studio,"['Slice of Life', 'Fantasy', 'Magic', 'Shounen']"
35063,Dog Days'' Specials,Special,Original,12,PG-13 - Teens 13 or older,6.74,148,4677,8280,1246,0,None,Seven Arcs Pictures,"['Action', 'Adventure', 'Magic', 'Fantasy']"
35067,Osomatsu-san 2nd Season,TV,Manga,25,R - 17+ (violence & profanity),7.67,9135,1189,2224,30955,201,Fall 2017,Studio Pierrot,"['Comedy', 'Parody']"
35069,Sekai no Yami Zukan,TV,Original,13,PG - Children,4.63,4550,9860,3119,16509,19,Spring 2017,ILCA,"['Horror', 'Supernatural']"
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,Movie,Manga,1,PG - Children,4.4,42,10105,10448,407,2,None,DLE,"['Comedy', 'Parody', 'School']"
35072,Boruto: Jump Festa 2016 Special,Special,Manga,1,PG-13 - Teens 13 or older,6.46,2780,5901,4491,7082,9,None,Studio Pierrot,"['Action', 'Adventure', 'Comedy', 'Super Power', 'Martial Arts', 'Shounen']"
35073,Overlord II,TV,Light novel,13,R - 17+ (violence & profanity),7.98,163268,587,232,310951,2153,Winter 2018,Madhouse,"['Action', 'Adventure', 'Fantasy', 'Game', 'Magic', 'Supernatural']"
35074,Kaiketsu Zorori Movie: ZZ no Himitsu,Movie,Book,1,PG - Children,6.33,6,11269,12801,149,1,None,None,[]
35075,Hoozuki no Reitetsu 2nd Season,TV,Manga,13,PG-13 - Teens 13 or older,7.91,8327,680,2579,23945,44,Fall 2017,Studio Deen,"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']"
35076,Juuni Taisen,TV,Novel,12,R - 17+ (violence & profanity),6.67,74605,5008,561,160450,333,Fall 2017,Graphinica,['Action']
35077,Gooorgeous,Music,Original,1,PG-13 - Teens 13 or older,5.71,206,8369,9041,838,1,None,None,[]
35078,Mitsuboshi Colors,TV,Manga,12,PG-13 - Teens 13 or older,7.49,14798,1690,1710,46901,175,Winter 2018,Silver Link.,"['Slice of Life', 'Comedy', 'Shounen']"
35079,Kino no Tabi: The Beautiful World - The Animated Series,TV,Light novel,12,R - 17+ (violence & profanity),7.61,37006,1332,955,98664,477,Fall 2017,Lerche,"['Action', 'Adventure', 'Slice of Life']"
35081,The iDOLM@STER Million Live! 4th Anniversary PV,ONA,Game,1,PG-13 - Teens 13 or older,6.67,250,5025,8449,1142,2,None,A-1 Pictures,"['Comedy', 'Music', 'Slice of Life']"
35084,Grimm Douwa Anime Series,OVA,Book,1,G - All Ages,5.17,6,10836,14775,45,0,None,None,[]
35085,Kyouiku Eiga-sai Jushou Anime Series,OVA,Other,1,G - All Ages,7.0,3,11591,14903,36,0,None,None,[]
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",Movie,Manga,1,PG-13 - Teens 13 or older,6.87,111,4096,4373,7616,13,None,Wit Studio,"['Action', 'Supernatural', 'Historical']"
35090,Oyayubi-hime,Movie,Book,1,G - All Ages,6.8,10,12258,14721,48,0,None,None,[]
35091,Hachigatsu Kokonoka Nagasaki,OVA,Other,1,G - All Ages,6.0,7,10848,14835,42,0,None,None,[]
35092,Kakusenou Gakushuu Animation,OVA,Original,1,G - All Ages,6.0,4,11283,14890,37,0,None,None,[]
35093,Saigo no Kuushuu: Kumagaya,OVA,Other,1,G - All Ages,7.0,4,12502,14653,52,0,None,None,[]
35094,Zou no Hanako,OVA,Other,1,G - All Ages,5.4,5,13469,14489,63,0,None,None,[]
35095,Hiroshima no Enoki,OVA,Picture book,1,G - All Ages,5.2,5,11021,14696,49,0,None,None,[]
35096,Hiroshima no Uta,OVA,Picture book,1,G - All Ages,5.59,17,11022,14245,76,0,None,None,[]
35098,San Tarou to Kaguya-hime no Koutsuu Anzen,OVA,Original,1,G - All Ages,6.0,4,12521,14764,46,0,None,None,[]
35099,Zukkoke Sannin-gumi no Jitensha Kyoushitsu,OVA,Other,1,G - All Ages,5.78,9,13474,14476,64,0,None,None,[]
35100,Zukkoke Sannin-gumi no Bousai Kyoushitsu,OVA,Other,1,G - All Ages,5.71,7,13472,14523,61,0,None,None,[]
35101,Tono-sama no Chawan,OVA,Picture book,1,G - All Ages,7.75,4,13066,14853,41,0,None,None,[]
35102,Hinamatsuri,OVA,Other,1,G - All Ages,7.71,35,11015,10268,442,1,None,None,[]
35103,Tanabata Monogatari,OVA,Other,1,G - All Ages,10.0,1,12937,14657,52,0,None,None,[]
35104,Christmas Carol,OVA,Book,1,G - All Ages,5.67,3,10458,14643,52,0,None,None,[]
35105,Helen to Tomoni: Anne Sullivan,OVA,Other,1,G - All Ages,7.29,7,10937,14492,63,0,None,None,[]
35106,Ninja Tamamaru,TV,Original,26,G - All Ages,6.0,7,12044,14418,68,0,Spring 2008,None,[]
35107,Shin Ninja Tamamaru,TV,Original,26,G - All Ages,6.0,5,12646,14635,55,0,Winter 2009,None,[]
35108,Ninja Tamamaru: Toukaidou Gojuusan-ji,TV,Original,26,G - All Ages,8.6,5,12046,14563,58,0,Winter 2010,None,[]
35109,Ninja Tamamaru: Rule wo Mamotte Koutsuu Anzen! no Maki,OVA,Other,1,G - All Ages,7.5,2,12045,14801,45,0,None,None,[]
35110,Haikyuu!! Movie 3: Sainou to Sense,Movie,Manga,1,PG-13 - Teens 13 or older,8.11,1810,422,3508,12976,21,None,Production I.G,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']"
35111,Haikyuu!! Movie 4: Concept no Tatakai,Movie,Manga,1,PG-13 - Teens 13 or older,8.04,1390,508,3674,11540,16,None,Production I.G,"['Comedy', 'Drama', 'School', 'Shounen', 'Sports']"
35112,Panpaka Pants O New-san,TV,Original,24,G - All Ages,4.55,11,12278,12851,146,0,Spring 2017,None,[]
35113,Africa no Salaryman,ONA,Web manga,10,PG-13 - Teens 13 or older,5.12,34,10119,9994,505,1,None,None,[]
35115,Warau Salesman Episode 0,Special,Manga,1,PG-13 - Teens 13 or older,5.81,98,8145,10826,336,1,None,None,[]
35116,Warau Salesman Dai SP-banashi,Special,Manga,8,PG-13 - Teens 13 or older,5.81,47,13224,11315,260,0,None,None,[]
35118,Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,OVA,Manga,1,PG-13 - Teens 13 or older,6.56,1924,5491,4533,6924,18,None,Studio Pierrot,"['Comedy', 'Shounen']"
35119,Youkai Shoujo,Music,Unknown,1,G - All Ages,4.53,38,13366,13623,107,0,None,None,[]
35120,Devilman: Crybaby,ONA,Manga,10,R+ - Mild Nudity,7.97,136678,592,336,237131,5031,None,Science SARU,"['Action', 'Dementia', 'Demons', 'Horror', 'Supernatural']"
35121,Shin Gakkou no Yuurei,OVA,Original,1,PG-13 - Teens 13 or older,5.43,14,12639,12603,158,0,None,None,[]
35122,Shingeki no Kyotou,Special,Manga,1,PG-13 - Teens 13 or older,6.41,1489,6140,3785,10746,46,None,None,[]
35123,Chirorin Mura Monogatari: Tomkurupii no Jishin Youjin,OVA,Original,1,G - All Ages,6.11,9,10438,14586,55,0,None,None,[]
35124,Koala-chan no Shouboutai,OVA,Original,1,G - All Ages,5.8,5,11482,14861,40,0,None,None,[]
35125,Chibi Maruko-chan: Hi no Youjin,OVA,Manga,1,G - All Ages,5.4,20,10394,13583,109,0,None,None,[]
35126,Chibi Maruko-chan: Jishin wo Kangaeru,OVA,Manga,1,G - All Ages,5.12,17,10395,13773,100,0,None,None,[]
35127,Rescue Q-tai no Katsuyaku,OVA,Original,1,G - All Ages,5.75,4,12442,14804,44,0,None,None,[]
35128,Tottoko Hamtarou no Tottoko Daijida!! Bousai Kunren,OVA,Manga,1,G - All Ages,6.12,56,7288,11256,269,0,None,None,[]
35129,Tottoko Hamtarou no Tottoko Taisetsu!! Koutsuu Rule,OVA,Manga,1,G - All Ages,6.23,61,6887,11023,304,0,None,None,[]
35130,Tat-chan - Momo-chan no Fushigina Taiken,OVA,Original,1,G - All Ages,9.8,5,12955,14766,46,0,None,None,[]
35133,Kaishain x Sumida Suizokukan Bikkuri! Kai Matsuri CM,ONA,Original,0,G - All Ages,5.22,9,11272,14146,81,0,None,None,[]
35134,Koukyoushihen Eureka Seven Hi-Evolution 1,Movie,Original,1,PG-13 - Teens 13 or older,6.39,971,6210,3649,11755,25,None,Bones,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']"
35135,Koukyoushihen Eureka Seven Hi-Evolution 2: Anemone,Movie,Original,1,PG-13 - Teens 13 or older,8.04,47,11538,4531,6942,9,None,Bones,"['Adventure', 'Drama', 'Mecha', 'Sci-Fi']"
35137,Space Gundam V,Movie,Original,1,PG-13 - Teens 13 or older,5.78,36,12827,11863,207,1,None,None,[]
35138,Taikong Lixianji,TV,Original,26,G - All Ages,5.82,11,12905,12678,155,1,Winter 2010,None,[]
35139,Crayon Shin-chan x Panpaka Pants: Aeon Cinema Manner Movie Collab,ONA,Original,1,G - All Ages,5.76,59,8248,11543,235,0,None,Shin-Ei Animation,['Comedy']
35140,Heisei Matsue Kaidan: Ayashi,ONA,Original,0,G - All Ages,4.61,18,10935,12572,159,0,None,DLE,"['Comedy', 'Historical', 'Parody', 'Horror', 'Supernatural']"
35141,Matsue Kankou Taishi Sanri ga Iku! Matsue Ghost Tour,ONA,Original,1,G - All Ages,4.23,26,11749,13539,112,0,None,DLE,"['Comedy', 'Historical', 'Parody', 'Horror']"
35142,Yoshida no Matsue Beauty Daisakusen,ONA,Original,0,G - All Ages,6.23,22,13360,12722,152,0,None,DLE,"['Comedy', 'Parody']"
35143,Yoshida no Matsue Beauty Daisakusen Prologue,ONA,Original,1,G - All Ages,3.97,38,13361,12622,158,0,None,None,[]
35145,Kobayashi-san Chi no Maid Dragon Specials,Special,Manga,7,PG-13 - Teens 13 or older,7.34,18437,2296,1827,42951,84,None,Kyoto Animation,"['Slice of Life', 'Comedy', 'Fantasy']"
35147,Boku wa Ko Zou no Shouboutai,OVA,Original,1,G - All Ages,5.14,7,10302,14715,48,0,None,None,[]
35148,Nyanta no wo Tanjoubi wa Kaji Sawagi!,OVA,Original,1,G - All Ages,6.0,6,12109,14787,45,0,None,None,[]
35149,Zukkoke Sannin-gumi no Koutsuu Anzen,OVA,Unknown,1,G - All Ages,4.5,6,13475,14524,61,0,None,None,[]
35150,Alan-kun no Koutsuu Rule wo Mamorou ne!,OVA,Original,1,G - All Ages,3.17,6,10147,14692,49,0,None,None,[]
35151,Quiz de Manabu Pinocchio no Koutsuu Ansen,OVA,Original,1,G - All Ages,8.2,5,12428,14762,46,1,None,None,[]
35152,Chounai Shinsengumi wo Tasuke-gumi Mezashi-tai no Koutsuu Anzen Rule wo Mamotte Mezase! Doubutsuen!,OVA,Original,1,G - All Ages,5.5,4,10456,14875,38,0,None,None,[]
35153,Momotarou no Koutsuu Anzen Kyoushitsu,OVA,Original,1,G - All Ages,5.0,4,11875,14800,44,0,None,None,[]
35154,Saru Tarou wa Tobidasa Nai!,OVA,Original,1,G - All Ages,7.5,2,12545,14884,38,0,None,None,[]
35155,Kurayami wa Kiken ga Ippai,OVA,Original,1,G - All Ages,5.5,2,11562,14824,43,0,None,None,[]
35156,High & Low: G-Sword,TV,Other,5,G - All Ages,5.18,80,9349,11287,262,0,Winter 2017,None,[]
35158,Warau Salesman Tokubetsu Bangumi,Special,Manga,14,PG-13 - Teens 13 or older,6.07,29,13225,11668,224,0,None,Shin-Ei Animation,"['Psychological', 'Supernatural', 'Seinen']"
35160,Nyani ga Nyandaa Nyandaa Kamen no Koutsuu Anzen,OVA,Original,1,G - All Ages,5.2,5,12105,14619,55,0,None,None,[]
35161,Kuunyan no Koutsuu Anzen: Tadashii Jitensha no Nori Kata,OVA,Original,1,G - All Ages,7.2,5,11572,14784,45,0,None,None,[]
35162,Saru Tarou Helmet wa Kabutte ne,OVA,Original,1,G - All Ages,6.5,4,12543,14737,47,0,None,None,[]
35163,Kenta to Nyanta no Kuruma Daisuki!,OVA,Original,1,G - All Ages,3.67,6,11379,14628,53,0,None,None,[]
35164,Anzen Kakunin: Kenta to Nyanta no Koutsuu Anzen,OVA,Original,1,G - All Ages,3.91,11,10178,14426,66,0,None,None,[]
35165,Hajime ni Oboeru Koutsuu Anzen,OVA,Original,1,G - All Ages,5.75,4,10856,14836,42,0,None,None,[]
35166,Yuki Daruman no Fuyumichi Koutsuu Anzen,OVA,Original,1,G - All Ages,6.0,2,13382,14744,47,0,None,None,[]
35167,Guupa Ouji no Koutsuu Anzen Mamorou wo Yakusoku,OVA,Original,1,G - All Ages,5.33,3,10847,14886,38,0,None,None,[]
35168,Karugamo Oyako no Koutsuu Anzen,OVA,Original,1,G - All Ages,6.67,6,11340,14732,47,0,None,None,[]
35170,Wagaya no Koutsuu Anzen: Chichi to no Yakusoku,OVA,Original,1,G - All Ages,4.5,6,13207,14743,47,0,None,None,[]
35171,Appare! Momotarou no Koutsuu Anzen,OVA,Original,1,G - All Ages,5.6,5,10192,14725,47,0,None,None,[]
35173,Ruleman no Koutsuu Anzen,OVA,Original,1,G - All Ages,6.0,3,12481,14763,46,0,None,None,[]
35174,Ittekimasu,OVA,Original,1,G - All Ages,5.5,4,11168,14870,39,0,None,None,[]
35175,Osakini Douzo Arigatou,OVA,Original,1,G - All Ages,6.5,2,12216,14907,36,0,None,None,[]
35176,Ojarumaru no Koutsuu Anzen,OVA,4-koma manga,1,G - All Ages,6.2,5,12140,14419,67,0,None,None,[]
35177,Kyoro-chan no Koutsuu Anzen,OVA,Other,1,G - All Ages,5.54,13,11584,14216,79,0,None,None,[]
35178,Daraku Reijou The Animation: Hakoiri Ojousama Netorare Choukyou Kiroku,OVA,Manga,1,Rx - Hentai,6.06,924,0,6647,2621,5,None,None,[]
35180,3-gatsu no Lion 2nd Season,TV,Manga,22,PG-13 - Teens 13 or older,9.05,46287,8,844,112192,3511,Fall 2017,Shaft,"['Drama', 'Game', 'Seinen', 'Slice of Life']"
35182,Binan Koukou Chikyuu Boueibu LOVE! LOVE! LOVE!,OVA,Original,1,PG-13 - Teens 13 or older,6.84,1502,4200,5267,4789,16,None,Studio Comet,"['Slice of Life', 'Comedy', 'Parody', 'Magic', 'School']"
35183,Gurazeni,TV,Manga,12,PG-13 - Teens 13 or older,6.35,2163,6391,4365,7669,2,Spring 2018,Studio Deen,"['Comedy', 'Drama', 'Seinen', 'Sports']"
35191,Free! Movie 2: Timeless Medley - Yakusoku,Movie,Original,1,PG-13 - Teens 13 or older,7.75,2380,986,3364,14319,34,None,Kyoto Animation,"['Slice of Life', 'Sports', 'School']"
35197,Maria-sama ga Miteru: Fandisk Special,Special,Unknown,1,None,0.0,0,0,0,0,0,None,None,[]
35198,Free!: Take Your Marks,Movie,Original,1,PG-13 - Teens 13 or older,7.94,4479,633,2633,23059,53,None,Kyoto Animation,"['Slice of Life', 'Sports', 'School']"
35202,Hand Shakers: Go ago Go,Special,Original,1,PG-13 - Teens 13 or older,5.77,919,8227,5694,3927,2,None,GoHands,['Action']
35203,Isekai wa Smartphone to Tomo ni.,TV,Light novel,12,PG-13 - Teens 13 or older,6.75,92774,4639,498,176994,1302,Summer 2017,Production Reed,"['Adventure', 'Harem', 'Comedy', 'Magic', 'Romance', 'Fantasy']"
35204,The King of Fighters: Destiny,ONA,Game,24,PG-13 - Teens 13 or older,6.79,636,4467,7118,2113,8,None,iDRAGONS Creative Studio,"['Action', 'Adventure', 'Drama', 'Romance', 'Martial Arts']"
35205,Planetarium Kamiusagi Rope: Orera Rocket Tobasu tte Maji ssuka!?,Movie,Original,1,G - All Ages,5.23,13,12347,14196,81,0,None,None,[]
35206,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,Movie,Original,1,G - All Ages,6.82,328,4301,8154,1312,2,None,Toei Animation,"['Action', 'Fantasy', 'Magic', 'Slice of Life']"
35210,Kuroi Hitomi,Movie,Web manga,1,None,0.0,0,0,10874,325,0,None,None,[]
35211,Duan Nao 2,ONA,Other,0,R - 17+ (violence & profanity),0.0,0,0,9952,515,0,None,None,[]
35212,Adauchi Karasu,Movie,Unknown,1,None,4.27,11,10114,13650,105,0,None,None,[]
35213,Kai Feng Kidan Movie,Movie,Web manga,1,None,0.0,0,0,12754,150,0,None,None,[]
35215,Man Tou Riji,ONA,Web manga,10,G - All Ages,6.13,30,11710,13421,117,0,None,Haoliners Animation League,"['Slice of Life', 'Shoujo']"
35219,DC Super Heroes vs Taka no Tsume Dan,Movie,Other,1,G - All Ages,5.0,42,10534,9131,804,2,None,DLE,"['Comedy', 'Parody', 'Super Power']"
35220,Youkai Apartment no Yuuga na Nichijou,TV,Novel,26,PG-13 - Teens 13 or older,7.19,13920,2903,1849,42090,138,Summer 2017,Shin-Ei Animation,"['Slice of Life', 'Mystery', 'Supernatural']"
35222,Gakuen Babysitters,TV,Manga,12,PG-13 - Teens 13 or older,7.91,28641,676,1336,67150,512,Winter 2018,Brain's Base,"['Comedy', 'School', 'Shoujo', 'Slice of Life']"
35224,Mobile Suit Gundam: Twilight Axis,ONA,Novel,6,PG-13 - Teens 13 or older,5.05,1724,9517,4695,6387,7,None,Sunrise,"['Action', 'Military', 'Sci-Fi', 'Space', 'Mecha']"
35226,Akita Kenritsu Iburi Gakkou Chuutou-bu,TV,Original,0,G - All Ages,3.57,21,10139,12112,186,0,Spring 2017,None,[]
35227,Akita Kenritsu Iburi Gakkou Chuutou-bu: Web-ban Omake,ONA,Original,0,G - All Ages,2.92,13,10140,13961,90,0,None,None,[]
35228,Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman,Movie,Manga,1,PG-13 - Teens 13 or older,7.92,12,10855,6315,3051,2,None,Nippon Animation,"['Comedy', 'Historical', 'Romance', 'Shoujo']"
35229,Mr. Men Little Miss,ONA,Picture book,0,G - All Ages,4.75,8,11906,14417,67,0,None,Sanrio,['Kids']
35230,Zannen Onna Kanbu Black General-san,ONA,Manga,10,PG-13 - Teens 13 or older,5.99,116,7693,8399,1172,3,None,None,[]
35231,Vatican Kiseki Chousakan OVA,OVA,Novel,1,PG-13 - Teens 13 or older,6.44,152,6021,6191,3163,2,None,None,[]
35233,Jingisukan no Jin-kun,ONA,Other,10,G - All Ages,4.64,11,11192,13317,122,0,None,None,[]
35234,Dekiru ka na,ONA,Other,10,G - All Ages,5.0,9,10537,13417,117,0,None,None,[]
35235,Hitorigurashi no Shougakusei,ONA,4-koma manga,10,G - All Ages,6.5,664,5764,6766,2483,6,None,Signal.MD,"['Comedy', 'Slice of Life']"
35237,Hajimete no Gal: Hajimete no Bunkasai,OVA,Manga,1,R+ - Mild Nudity,6.53,7853,5638,2653,22814,47,None,NAZ,"['Comedy', 'Romance', 'Ecchi', 'School', 'Shounen']"
35238,Dainiji Ura Nyuugakushiken The Animation,OVA,Manga,1,Rx - Hentai,6.02,449,0,7072,2153,3,None,None,[]
35239,Kuruneko (ONA),ONA,Web manga,10,G - All Ages,6.19,27,11567,10385,420,0,None,None,[]
35240,Princess Principal,TV,Original,12,R - 17+ (violence & profanity),7.71,39283,1094,902,106267,811,Summer 2017,Actas,"['Action', 'Mystery', 'Historical']"
35241,Konohana Kitan,TV,Manga,12,PG-13 - Teens 13 or older,7.67,23064,1183,1274,70093,340,Fall 2017,Lerche,"['Slice of Life', 'Fantasy', 'Seinen', 'Shoujo Ai']"
35242,21 Seiki wa Minna ga Shuyaku,OVA,Original,1,G - All Ages,6.55,11,10103,14331,72,0,None,None,[]
35243,Ken-chan to Bouen Kazoku,OVA,Original,1,G - All Ages,6.0,5,11371,14614,53,0,None,None,[]
35247,Owarimonogatari 2nd Season,TV,Light novel,7,R - 17+ (violence & profanity),9.0,55262,15,665,138762,2984,Summer 2017,Shaft,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']"
35248,18if,TV,Game,13,R - 17+ (violence & profanity),6.31,10917,6536,2056,35480,63,Summer 2017,Gonzo,"['Mystery', 'Supernatural']"
35249,Uma Musume: Pretty Derby,TV,Game,13,PG-13 - Teens 13 or older,7.48,16946,1741,1616,50682,203,Spring 2018,P.A. Works,"['Comedy', 'Slice of Life', 'Sports']"
35250,Urahara,TV,Web manga,12,PG-13 - Teens 13 or older,5.86,4133,8020,2561,24229,39,Fall 2017,Shirogumi,"['Comedy', 'Fantasy', 'Psychological', 'Sci-Fi']"
35251,Sengoku Night Blood,TV,Game,12,PG-13 - Teens 13 or older,6.11,5289,7316,2504,25176,93,Fall 2017,Typhoon Graphics,"['Historical', 'Romance', 'Fantasy']"
35252,Hatena☆Illusion,Unknown,Light novel,0,None,0.0,0,0,7175,2055,1,None,None,[]
35254,Time Bokan: Gyakushuu no San Akunin,TV,Original,24,PG-13 - Teens 13 or older,5.74,250,8308,8482,1116,0,Fall 2017,Tatsunoko Production,"['Adventure', 'Comedy', 'Historical', 'Mecha']"
35255,Soutai Sekai,ONA,Original,2,PG-13 - Teens 13 or older,5.96,862,7758,5711,3905,5,None,Craftar Studios,['Sci-Fi']
35262,Boku no Hero Academia 2nd Season: Hero Note,Special,Manga,1,PG-13 - Teens 13 or older,7.41,26554,1985,1524,55633,383,None,Bones,"['Action', 'Comedy', 'Super Power']"
35263,Escape from Tsuki no Uragawa Zoo,Music,Music,1,PG - Children,5.46,77,8878,12792,148,0,None,None,[]
35264,Gravity,Music,Music,1,G - All Ages,5.72,130,8343,11193,278,0,None,None,[]
35265,Monsuto Anime: Katsubou no Hate no Risoukyou,ONA,Game,1,PG - Children,6.1,458,7347,7985,1414,0,None,None,[]
35266,Higanjima X: Aniki,Special,Manga,1,R - 17+ (violence & profanity),4.93,14,10985,12769,150,0,None,None,[]
35267,Shingeki no Kyojin-ten 360° Taikan Theater,Special,Manga,3,PG-13 - Teens 13 or older,7.06,675,3416,4133,8686,21,None,None,[]
35270,Perestroika,OVA,Original,12,G - All Ages,5.71,7,12317,14302,74,0,None,None,[]
35272,Ki wo Tsukeyou: Douro wa Kiken ga Ippai!,OVA,Original,1,G - All Ages,5.5,6,11403,14781,45,0,None,None,[]
35273,Ponkaman no Animation no Dekiru made,OVA,Original,1,G - All Ages,5.5,4,12362,14761,46,0,None,None,[]
